,Month,Hour,WBT,RH,DBT,SR_N,SR_S,SR_E,SR_W,SR_NE,SR_SE,SR_NW,SR_SW,SRP_N,SRP_S,SRP_E,SRP_W,SRP_NE,SRP_SE,SRP_NW,SRP_SW,SR_REC,SPT_BCMi,SPT_FwoKMi,SPT_FwKMi,SPT_SCMi,SPT_BC,SPT_FwoK,SPT_FwK,SPT_SC,SPT_BCMa,SPT_FwoKMa,SPT_FwKMa,SPT_SCMa,ToDP,SP_l250,SP_g250
219,10,3,9.0,98.095,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,71,65,61,75,74,69,66,77,78,73,71,80,1.63,10.87,10.87
220,10,4,8.0,98.67500000000001,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,71,65,61,75,74,69,66,77,78,73,71,80,1.63,10.87,10.87
221,10,5,8.0,99.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,71,65,61,75,74,69,66,77,78,73,71,80,1.63,10.87,10.87
222,10,6,8.0,97.31,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,71,65,61,75,74,69,66,77,78,73,71,80,1.63,10.87,10.87
223,10,7,9.0,89.81,12.0,0.0,116.475,307.92999999999995,0.0,130.21,301.41499999999996,0.0,0.0,0.0,13.407965926096466,35.447219983883954,0.0,14.989064118798204,34.697248762518704,0.0,0.0,0.9094048578335443,71,65,61,75,74,69,66,77,78,73,71,80,1.63,10.87,10.87
224,10,8,8.0,79.88,13.0,0.0,263.445,437.97,0.0,108.69,505.66999999999996,0.0,0.0,0.0,30.32634971796938,50.4167146310579,0.0,12.511799240244041,58.20996891907448,0.0,0.0,0.9094048578335443,71,65,61,75,74,69,66,77,78,73,71,80,8.54,10.87,10.87
225,10,9,8.0,70.63,14.95,0.0,378.1,389.4,0.0,0.0,546.8399999999999,0.0,0.0,0.0,43.52480718314723,44.825601473466094,0.0,0.0,62.949234488315874,0.0,0.0,0.9094048578335443,71,65,61,75,74,69,66,77,78,73,71,80,8.54,10.87,10.87
226,10,10,8.0,63.93,16.0,0.0,428.625,246.485,0.0,0.0,481.38,0.0,115.445,0.0,49.34096926441809,28.374007137101415,0.0,0.0,55.413836767583746,0.0,13.289397950961206,0.9094048578335443,71,65,61,75,74,69,66,77,78,73,71,80,8.54,10.87,10.87
227,10,11,8.0,60.230000000000004,17.0,0.0,396.025,95.05,0.0,0.0,346.78499999999997,0.0,217.215,0.0,45.588235294117645,10.9416369287441,0.0,0.0,39.91999539541844,0.0,25.004604581558652,0.9094048578335443,71,65,61,75,74,69,66,77,78,73,71,80,8.54,10.87,10.87
228,10,12,8.0,57.735,17.0,0.0,374.885,39.620000000000005,0.0,0.0,293.075,0.0,236.685,0.0,43.15471394037067,4.560838033843674,0.0,0.0,33.73719350754,0.0,27.245884655231954,0.9094048578335443,71,65,61,75,74,69,66,77,78,73,71,80,8.54,10.87,10.87
229,10,13,8.0,57.155,17.0,0.0,335.765,148.75,0.0,0.0,342.02,0.0,129.45999999999998,0.0,38.65143317601013,17.123287671232877,0.0,0.0,39.37147461724416,0.0,14.9027282145735,0.9094048578335443,71,65,61,75,74,69,66,77,78,73,71,80,8.54,10.87,10.87
230,10,14,8.0,58.62,17.0,0.0,321.41,273.36,0.0,0.0,421.91499999999996,0.0,26.415,0.0,36.9989639691493,31.46771037181996,0.0,0.0,48.568550707954415,0.0,3.04075054679406,0.9094048578335443,71,65,61,75,74,69,66,77,78,73,71,80,8.54,10.87,10.87
231,10,15,9.0,62.955,17.0,0.0,236.85,330.41,0.0,59.445,401.625,0.0,0.0,0.0,27.264878554161392,38.03499481984574,0.0,6.842983768850005,46.23287671232877,0.0,0.0,0.9094048578335443,71,65,61,75,74,69,66,77,78,73,71,80,8.54,10.87,10.87
232,10,16,9.0,71.975,15.6,0.0,116.2,250.825,0.0,93.6,262.295,0.0,0.0,0.0,13.376309427880742,28.87360423621503,0.0,10.774720847243007,30.19396799815817,0.0,0.0,0.9094048578335443,71,65,61,75,74,69,66,77,78,73,71,80,8.54,10.87,10.87
233,10,17,9.0,80.1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,71,65,61,75,74,69,66,77,78,73,71,80,8.54,10.87,10.87
234,10,18,9.0,83.83,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,71,65,61,75,74,69,66,77,78,73,71,80,8.54,10.87,10.87
235,10,19,9.0,87.33,12.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,71,65,61,75,74,69,66,77,78,73,71,80,8.54,10.87,10.87
236,10,20,9.0,90.84,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,71,65,61,75,74,69,66,77,78,73,71,80,8.54,10.87,10.87
237,10,21,9.0,92.63,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,71,65,61,75,74,69,66,77,78,73,71,80,8.54,10.87,10.87
238,10,22,9.0,94.435,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,71,65,61,75,74,69,66,77,78,73,71,80,8.54,10.87,10.87
239,10,23,9.0,95.52000000000001,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,71,65,61,75,74,69,66,77,78,73,71,80,8.54,10.87,10.87
240,11,0,3.0,95.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,70,64,60,75,73,68,65,77,77,73,70,80,1.63,10.87,10.87
241,11,1,3.0,96.68,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,70,64,60,75,73,68,65,77,77,73,70,80,1.63,10.87,10.87
242,11,2,3.0,96.88,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,70,64,60,75,73,68,65,77,77,73,70,80,1.63,10.87,10.87
243,11,3,3.0,97.195,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,70,64,60,75,73,68,65,77,77,73,70,80,1.63,10.87,10.87
244,11,4,3.0,97.80000000000001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,70,64,60,75,73,68,65,77,77,73,70,80,1.63,10.87,10.87
245,11,5,2.0,98.315,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,70,64,60,75,73,68,65,77,77,73,70,80,1.63,10.87,10.87
246,11,6,2.0,97.765,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,70,64,60,75,73,68,65,77,77,73,70,80,1.63,10.87,10.87
247,11,7,3.0,94.28,5.0,0.0,34.83,65.5,0.0,22.875,70.915,0.0,0.0,0.0,4.009439392195234,7.5400023022907785,0.0,2.633245078853459,8.16334753079314,0.0,0.0,0.9094048578335443,70,64,60,75,73,68,65,77,77,73,70,80,1.63,10.87,10.87
248,11,8,3.0,85.515,6.0,0.0,229.505,296.24,0.0,47.925,370.475,0.0,0.0,0.0,26.419362265454126,34.10153102336825,0.0,5.5168642799585585,42.647058823529406,0.0,0.0,0.9094048578335443,70,64,60,75,73,68,65,77,77,73,70,80,8.54,10.87,10.87
249,11,9,3.0,76.63499999999999,8.0,0.0,373.01,318.16999999999996,0.0,0.0,489.76,0.0,35.825,0.0,42.938874179808906,36.625992862898585,0.0,0.0,56.378496604121096,0.0,4.123978358466674,0.9094048578335443,70,64,60,75,73,68,65,77,77,73,70,80,8.54,10.87,10.87
250,11,10,3.0,69.525,9.0,0.0,382.73,192.67000000000002,0.0,0.0,407.585,0.0,134.09,0.0,44.05778749856107,22.179118222631516,0.0,0.0,46.91895936456774,0.0,15.435708529987338,0.9094048578335443,70,64,60,75,73,68,65,77,77,73,70,80,8.54,10.87,10.87
251,11,11,3.0,65.095,10.0,0.0,391.65,77.97999999999999,0.0,0.0,332.81,0.0,221.595,0.0,45.084609186140206,8.976631748589845,0.0,0.0,38.311269713364794,0.0,25.50880626223092,0.9094048578335443,70,64,60,75,73,68,65,77,77,73,70,80,8.54,10.87,10.87
252,11,12,3.0,62.345,11.0,0.0,401.74,34.885,0.0,0.0,308.65,0.0,260.77,0.0,46.24611488430989,4.015770691838378,0.0,0.0,35.53010245193967,0.0,30.018418326234602,0.9094048578335443,70,64,60,75,73,68,65,77,77,73,70,80,8.54,10.87,10.87
253,11,13,3.0,62.425,11.0,0.0,376.975,145.43,0.0,0.0,371.635,0.0,163.54500000000002,0.0,43.39530332681017,16.741107401864852,0.0,0.0,42.78059168873028,0.0,18.826407275238864,0.9094048578335443,70,64,60,75,73,68,65,77,77,73,70,80,8.54,10.87,10.87
254,11,14,3.0,64.69,11.0,0.0,346.57500000000005,247.48,0.0,0.0,422.67,0.0,69.605,0.0,39.89582134223552,28.488546103372855,0.0,0.0,48.65546218487395,0.0,8.012547484747323,0.9094048578335443,70,64,60,75,73,68,65,77,77,73,70,80,8.54,10.87,10.87
255,11,15,4.0,72.595,10.0,0.0,217.695,237.88,0.0,10.184999999999999,323.955,0.0,0.0,0.0,25.05985956026246,27.38344652929665,0.0,1.1724415793714744,37.29193047081846,0.0,0.0,0.9094048578335443,70,64,60,75,73,68,65,77,77,73,70,80,8.54,10.87,10.87
256,11,16,4.0,81.39,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,70,64,60,75,73,68,65,77,77,73,70,80,8.54,10.87,10.87
257,11,17,4.0,84.71,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,70,64,60,75,73,68,65,77,77,73,70,80,8.54,10.87,10.87
258,11,18,4.0,86.655,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,70,64,60,75,73,68,65,77,77,73,70,80,8.54,10.87,10.87
259,11,19,4.0,89.485,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,70,64,60,75,73,68,65,77,77,73,70,80,8.54,10.87,10.87
260,11,20,4.0,91.55000000000001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,70,64,60,75,73,68,65,77,77,73,70,80,8.54,10.87,10.87
261,11,21,3.95,93.08,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,70,64,60,75,73,68,65,77,77,73,70,80,8.54,10.87,10.87
262,11,22,3.45,94.295,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,70,64,60,75,73,68,65,77,77,73,70,80,8.54,10.87,10.87
263,11,23,3.0,94.945,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,70,64,60,75,73,68,65,77,77,73,70,80,8.54,10.87,10.87
264,12,0,0.0,91.30000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,68,61,56,73,71,66,62,75,75,71,68,78,1.63,10.87,10.87
265,12,1,-0.3,91.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,68,61,56,73,71,66,62,75,75,71,68,78,1.63,10.87,10.87
266,12,2,-0.4,91.715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,68,61,56,73,71,66,62,75,75,71,68,78,1.63,10.87,10.87
267,12,3,-1.0,91.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,68,61,56,73,71,66,62,75,75,71,68,78,1.63,10.87,10.87
268,12,4,-1.0,91.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,68,61,56,73,71,66,62,75,75,71,68,78,1.63,10.87,10.87
269,12,5,-1.0,92.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,68,61,56,73,71,66,62,75,75,71,68,78,1.63,10.87,10.87
270,12,6,-1.0,91.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,68,61,56,73,71,66,62,75,75,71,68,78,1.63,10.87,10.87
271,12,7,-1.0,89.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,68,61,56,73,71,66,62,75,75,71,68,78,1.63,10.87,10.87
272,12,8,0.0,86.275,1.0,0.0,107.02,135.825,0.0,20.805,171.765,0.0,0.0,0.0,12.319557960170368,15.635432255093818,0.0,2.3949579831932772,19.772648785541612,0.0,0.0,0.9094048578335443,68,61,56,73,71,66,62,75,75,71,68,78,8.54,10.87,10.87
273,12,9,0.0,80.85,2.45,0.0,257.15,224.57999999999998,0.0,0.0,340.87,0.0,26.630000000000003,0.0,29.6017036951767,25.852423161045238,0.0,0.0,39.23909289743294,0.0,3.0655001726718085,0.9094048578335443,68,61,56,73,71,66,62,75,75,71,68,78,8.54,10.87,10.87
274,12,10,0.0,74.875,3.0,0.0,287.395,150.18,0.0,0.0,310.14,0.0,97.43,0.0,33.08334292621158,17.287901461954647,0.0,0.0,35.70162311499942,0.0,11.215609531483825,0.9094048578335443,68,61,56,73,71,66,62,75,75,71,68,78,8.54,10.87,10.87
275,12,11,0.0,71.25999999999999,4.0,0.0,338.105,78.97,0.0,0.0,292.775,0.0,184.605,0.0,38.9208011971912,9.090595142166455,0.0,0.0,33.70265914585012,0.0,21.25071946586854,0.9094048578335443,68,61,56,73,71,66,62,75,75,71,68,78,8.54,10.87,10.87
276,12,12,0.0,69.795,4.25,0.0,345.7,6.965,0.0,0.0,254.635,0.0,235.425,0.0,39.79509612064003,0.8017727639000806,0.0,0.0,29.31219062967653,0.0,27.100840336134453,0.9094048578335443,68,61,56,73,71,66,62,75,75,71,68,78,8.54,10.87,10.87
277,12,13,0.0,70.005,5.0,0.0,313.36,92.41999999999999,0.0,0.0,288.065,0.0,152.97,0.0,36.07229193047081,10.638885691262805,0.0,0.0,33.16046966731898,0.0,17.60907102567054,0.9094048578335443,68,61,56,73,71,66,62,75,75,71,68,78,8.54,10.87,10.87
278,12,14,0.0,73.74000000000001,4.0,0.0,263.56,157.105,0.0,0.0,297.32500000000005,0.0,75.305,0.0,30.3395878899505,18.08506964429607,0.0,0.0,34.22643029814665,0.0,8.66870035685507,0.9094048578335443,68,61,56,73,71,66,62,75,75,71,68,78,8.54,10.87,10.87
279,12,15,0.0,80.91,3.0,0.0,171.18,161.79500000000002,0.0,0.0,237.285,0.0,2.3049999999999997,0.0,19.705306780246346,18.624956832047886,0.0,0.0,27.31495337861172,0.0,0.26533901231725565,0.9094048578335443,68,61,56,73,71,66,62,75,75,71,68,78,8.54,10.87,10.87
280,12,16,0.0,84.755,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,68,61,56,73,71,66,62,75,75,71,68,78,8.54,10.87,10.87
281,12,17,0.0,86.34,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,68,61,56,73,71,66,62,75,75,71,68,78,8.54,10.87,10.87
282,12,18,0.0,87.485,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,68,61,56,73,71,66,62,75,75,71,68,78,8.54,10.87,10.87
283,12,19,0.0,88.935,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,68,61,56,73,71,66,62,75,75,71,68,78,8.54,10.87,10.87
284,12,20,0.0,89.695,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,68,61,56,73,71,66,62,75,75,71,68,78,8.54,10.87,10.87
285,12,21,0.0,90.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,68,61,56,73,71,66,62,75,75,71,68,78,8.54,10.87,10.87
286,12,22,0.0,90.66,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,68,61,56,73,71,66,62,75,75,71,68,78,8.54,10.87,10.87
287,12,23,-1.0,90.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094048578335443,68,61,56,73,71,66,62,75,75,71,68,78,8.54,10.87,10.87
